구분,음식군,음식명,"음식총량
(ml)",식품명,식품코드,"식품
재료량
(g)",+/*,비고
중고등학교,볶음류,"닭고기볶음, 매운양념, 치즈",220,맛술,R0160000009a,1.04,,
중고등학교,볶음류,"닭고기볶음, 매운양념, 치즈",220,소금,R0200000009a,0.045,,
중고등학교,볶음류,"닭고기볶음, 매운양념, 치즈",220,"카레, 가루 ",R0340000005a,0.41,,
중고등학교,볶음류,"닭고기볶음, 매운양념, 치즈",220,핫 소스,R0400000009a,0.21,,
중고등학교,볶음류,"닭고기볶음, 매운양념, 치즈",220,"후추, 검은후추, 가루 ",R0410010005a,0.027,,
중고등학교,볶음류,"돼지고기볶음, 배추김치",200,물엿,C0070000009a,0.64,,
중고등학교,볶음류,"돼지고기볶음, 배추김치",200,"설탕, 백설탕",C0110020009a,0.62,,
중고등학교,볶음류,"돼지고기볶음, 배추김치",200,"설탕, 황설탕",C0110040009a,0.22,,
중고등학교,볶음류,"돼지고기볶음, 배추김치",200,"참깨, 흰깨, 볶은것",E0260020009n,0.19,,
중고등학교,볶음류,"돼지고기볶음, 배추김치",200,"고추, 풋고추, 생것",F0180000620a,0.18,,
중고등학교,볶음류,"돼지고기볶음, 배추김치",200,"당근, 뿌리, 생것",F041000B090a,2.42,,
중고등학교,볶음류,"돼지고기볶음, 배추김치",200,"마늘, 구근, 생것",F053000B060a,1.12,,
중고등학교,볶음류,"돼지고기볶음, 배추김치",200,"생강, 뿌리줄기, 생것",F102000B100a,0.3,,
중고등학교,볶음류,"돼지고기볶음, 배추김치",200,"양배추, 생것",F1290000000a,1.99,*,
중고등학교,볶음류,"돼지고기볶음, 배추김치",200,"양파, 생것",F1320000000a,11.05,,
중고등학교,볶음류,"돼지고기볶음, 배추김치",200,"파, 대파, 생것",F1910040000a,1.71,,
중고등학교,볶음류,"돼지고기볶음, 배추김치",200,"김치, 배추 김치",F2050070009a,58.12,,
중고등학교,볶음류,"돼지고기볶음, 배추김치",200,"돼지고기, 뒷다리, 생것",I014000D100a,36.29,,
중고등학교,볶음류,"돼지고기볶음, 배추김치",200,"돼지고기, 등심, 생것",I014000D110a,0.89,+,
중고등학교,볶음류,"돼지고기볶음, 배추김치",200,"돼지고기, 삼겹살(삼겹살), 생것",I014000D160a,7.9,,
중고등학교,볶음류,"돼지고기볶음, 배추김치",200,"돼지고기, 앞다리(앞다리살), 생것",I014000D770a,37.17,,
중고등학교,볶음류,"돼지고기볶음, 배추김치",200,들기름,N0030000009a,0.22,,
중고등학교,볶음류,"돼지고기볶음, 배추김치",200,참기름,N0200000009a,0.32,,
중고등학교,볶음류,"돼지고기볶음, 배추김치",200,콩기름,N0220000009a,0.79,,
중고등학교,볶음류,"돼지고기볶음, 배추김치",200,"간장, 양조",R0010010009a,1.25,,
중고등학교,볶음류,"돼지고기볶음, 배추김치",200,"고추장, 개량",R0050010009a,2.67,,
중고등학교,볶음류,"돼지고기볶음, 배추김치",200,"고춧가루, 가루",R0070000005a,0.87,,
중고등학교,볶음류,"돼지고기볶음, 배추김치",200,맛술,R0160000009a,0.65,,
중고등학교,볶음류,"돼지고기볶음, 배추김치",200,"후추, 검은후추, 가루 ",R0410010005a,0.029,,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,물엿,C0070000009a,1.45,,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,"설탕, 백설탕",C0110020009a,0.99,,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,"설탕, 황설탕",C0110040009a,0.2,,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,"설탕, 흑설탕",C0110050009a,0.2,,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,"참깨, 흰깨, 볶은것",E0260020009n,0.084,,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,"고추, 풋고추, 생것",F0180000620a,0.06,,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,"고추, 오이고추, 생것",F0180060000a,0.37,,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,"고추, 청양고추, 생것",F0180080000a,0.073,,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,"당근, 뿌리, 생것",F041000B090a,5.36,,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,"마늘, 구근, 생것",F053000B060a,1.03,,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,"생강, 뿌리줄기, 생것",F102000B100a,0.26,,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,"양배추, 생것",F1290000000a,8.58,,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,"양파, 생것",F1320000000a,10.95,,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,"파, 쪽파, 생것",F1910030000a,0.13,,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,"파, 대파, 생것",F1910040000a,1.65,,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,"파프리카, 노란색, 생것",F194000C010a,0.2,,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,"파프리카, 주황색, 생것",F194000C040a,0.13,,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,"느타리버섯, 생것",G0040000000a,2.6,,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,"큰느타리버섯(새송이버섯), 생것",G0230000000a,2.98,,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,"팽이버섯, 재배, 생것",G0250040000a,0.65,,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,"표고버섯, 재배, 생것",G0270020000a,0.56,,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,"표고버섯, 재배, 말린것",G0270020001a,0.13,,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,"사과, 부사(후지), 생것",H0500020000a,0.21,,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,"파인애플, 고형물, 통조림",H092000251Ra,0.15,,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,"돼지고기, 뒷다리, 생것",I014000D100a,33.8,,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,"돼지고기, 등심, 생것",I014000D110a,5.83,*,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,"돼지고기, 사태, 생것",I014000D140a,2,*,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,"돼지고기, 앞다리(앞다리살), 생것",I014000D770a,57.03,,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,참기름,N0200000009a,0.23,,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,콩기름,N0220000009a,0.76,,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,"간장, 양조",R0010010009a,3.9,,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,"고추장, 개량",R0050010009a,7.82,,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,"고춧가루, 가루",R0070000005a,0.79,,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,굴 소스,R0080000009a,0.74,,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,맛술,R0160000009a,1.04,,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,소금,R0200000009a,0.13,,
중고등학교,볶음류,"돼지고기볶음, 버섯",200,"후추, 검은후추, 가루 ",R0410010005a,0.025,,
중고등학교,볶음류,"돼지고기볶음, 오징어",260,"멥쌀떡, 가래떡",A0110010009a,3,,
중고등학교,볶음류,"돼지고기볶음, 오징어",260,물엿,C0070000009a,2.76,,
중고등학교,볶음류,"돼지고기볶음, 오징어",260,"설탕, 백설탕",C0110020009a,0.69,,
중고등학교,볶음류,"돼지고기볶음, 오징어",260,"설탕, 황설탕",C0110040009a,0.45,,
중고등학교,볶음류,"돼지고기볶음, 오징어",260,"참깨, 흰깨, 볶은것",E0260020009n,0.12,,
중고등학교,볶음류,"돼지고기볶음, 오징어",260,"고추, 풋고추, 생것",F0180000620a,0.69,,
중고등학교,볶음류,"돼지고기볶음, 오징어",260,"고추, 빨간색, 생것",F018000C020a,0.2,,
중고등학교,볶음류,"돼지고기볶음, 오징어",260,"고추, 청양고추, 생것",F0180080000a,0.22,,
중고등학교,볶음류,"돼지고기볶음, 오징어",260,"당근, 뿌리, 생것",F041000B090a,6.12,,
중고등학교,볶음류,"돼지고기볶음, 오징어",260,"들깻잎, 생것",F049000B140a,0.89,,
중고등학교,볶음류,"돼지고기볶음, 오징어",260,"마늘, 구근, 생것",F053000B060a,1.2,,
중고등학교,볶음류,"돼지고기볶음, 오징어",260,"생강, 뿌리줄기, 생것",F102000B100a,0.28,,
중고등학교,볶음류,"돼지고기볶음, 오징어",260,"양배추, 생것",F1290000000a,14.62,,
중고등학교,볶음류,"돼지고기볶음, 오징어",260,"양파, 생것",F1320000000a,11.89,,
중고등학교,볶음류,"돼지고기볶음, 오징어",260,"파, 대파, 생것",F1910040000a,1.91,,
중고등학교,볶음류,"돼지고기볶음, 오징어",260,"돼지고기, 뒷다리, 생것",I014000D100a,19.45,,
중고등학교,볶음류,"돼지고기볶음, 오징어",260,"돼지고기, 목심(목심살), 생것",I014000D130a,2.5,*,
중고등학교,볶음류,"돼지고기볶음, 오징어",260,"돼지고기, 삼겹살(삼겹살), 생것",I014000D160a,10.6,,
중고등학교,볶음류,"돼지고기볶음, 오징어",260,"돼지고기, 앞다리(앞다리살), 생것",I014000D770a,37.57,,
중고등학교,볶음류,"돼지고기볶음, 오징어",260,"오징어, 생것",K6230000000a,46.39,,
중고등학교,볶음류,"돼지고기볶음, 오징어",260,들기름,N0030000009a,0.032,+,
중고등학교,볶음류,"돼지고기볶음, 오징어",260,참기름,N0200000009a,0.43,,
중고등학교,볶음류,"돼지고기볶음, 오징어",260,콩기름,N0220000009a,0.79,,
중고등학교,볶음류,"돼지고기볶음, 오징어",260,"간장, 양조",R0010010009a,2.11,,
중고등학교,볶음류,"돼지고기볶음, 오징어",260,"간장, 재래",R0010030009a,0.33,,
중고등학교,볶음류,"돼지고기볶음, 오징어",260,"고추장, 개량",R0050010009a,9.96,,
중고등학교,볶음류,"돼지고기볶음, 오징어",260,"고춧가루, 가루",R0070000005a,1.36,,
중고등학교,볶음류,"돼지고기볶음, 오징어",260,맛술,R0160000009a,0.86,,
중고등학교,볶음류,"돼지고기볶음, 오징어",260,소금,R0200000009a,0.073,,
중고등학교,볶음류,"돼지고기볶음, 오징어",260,"후추, 검은후추, 가루 ",R0410010005a,0.017,,
중고등학교,볶음류,"돼지고기볶음, 짜장",210,"옥수수, 가당, 통조림",A030000E01Ra,1.5,,
중고등학교,볶음류,"돼지고기볶음, 짜장",210,"감자, 대지, 생것",B0010060000a,4.1,,
중고등학교,볶음류,"돼지고기볶음, 짜장",210,"감자, 수미, 생것",B0010140000a,2.22,*,
중고등학교,볶음류,"돼지고기볶음, 짜장",210,"전분, 감자, 가루",B0140010005a,0.99,,
중고등학교,볶음류,"돼지고기볶음, 짜장",210,물엿,C0070000009a,1.09,,
중고등학교,볶음류,"돼지고기볶음, 짜장",210,"설탕, 백설탕",C0110020009a,0.79,,
중고등학교,볶음류,"돼지고기볶음, 짜장",210,"설탕, 황설탕",C0110040009a,0.13,,
중고등학교,볶음류,"돼지고기볶음, 짜장",210,"참깨, 흰깨, 볶은것",E0260020009n,0.028,,
중고등학교,볶음류,"돼지고기볶음, 짜장",210,"고추, 풋고추, 생것",F0180000620a,0.19,,
중고등학교,볶음류,"돼지고기볶음, 짜장",210,"고추, 청양고추, 생것",F0180080000a,0.16,,
중고등학교,볶음류,"돼지고기볶음, 짜장",210,"당근, 뿌리, 생것",F041000B090a,6.27,,
중고등학교,볶음류,"돼지고기볶음, 짜장",210,"마늘, 구근, 생것",F053000B060a,0.68,,
중고등학교,볶음류,"돼지고기볶음, 짜장",210,"생강, 뿌리줄기, 생것",F102000B100a,0.25,,
중고등학교,볶음류,"돼지고기볶음, 짜장",210,"양배추, 생것",F1290000000a,16.77,,
중고등학교,볶음류,"돼지고기볶음, 짜장",210,"양파, 생것",F1320000000a,14.47,,
중고등학교,볶음류,"돼지고기볶음, 짜장",210,"청경채, 생것",F1750000000a,0.77,,
중고등학교,볶음류,"돼지고기볶음, 짜장",210,"파, 대파, 생것",F1910040000a,1.82,,
중고등학교,볶음류,"돼지고기볶음, 짜장",210,"호박, 애호박, 생것",F1980050000a,0.85,,
중고등학교,볶음류,"돼지고기볶음, 짜장",210,"호박, 쥬키니, 생것",F1980060000a,1.82,,
중고등학교,볶음류,"돼지고기볶음, 짜장",210,"팽이버섯, 재배, 생것",G0250040000a,0.34,,
중고등학교,볶음류,"돼지고기볶음, 짜장",210,"배, 신고, 생것",H0380040000a,0.66,,
중고등학교,볶음류,"돼지고기볶음, 짜장",210,"키위, 생것",H0900000000a,0.43,,
중고등학교,볶음류,"돼지고기볶음, 짜장",210,"돼지고기, 넓적다리, 생것",I014000D060a,9.08,,
중고등학교,볶음류,"돼지고기볶음, 짜장",210,"돼지고기, 뒷다리, 생것",I014000D100a,34.52,,
중고등학교,볶음류,"돼지고기볶음, 짜장",210,"돼지고기, 목심(목심살), 생것",I014000D130a,3.05,*,
중고등학교,볶음류,"돼지고기볶음, 짜장",210,"돼지고기, 앞다리(앞다리살), 생것",I014000D770a,63.74,,
중고등학교,볶음류,"돼지고기볶음, 짜장",210,참기름,N0200000009a,0.27,,
중고등학교,볶음류,"돼지고기볶음, 짜장",210,콩기름,N0220000009a,0.72,,
중고등학교,볶음류,"돼지고기볶음, 짜장",210,"간장, 양조",R0010010009a,1.07,,
중고등학교,볶음류,"돼지고기볶음, 짜장",210,"고춧가루, 가루",R0070000005a,0.35,,
중고등학교,볶음류,"돼지고기볶음, 짜장",210,맛술,R0160000009a,0.85,,
중고등학교,볶음류,"돼지고기볶음, 짜장",210,"짜장 소스, 가루",R0280000005a,4.56,,
중고등학교,볶음류,"돼지고기볶음, 짜장",210,"후추, 검은후추, 가루 ",R0410010005a,0.026,,
중고등학교,볶음류,"돼지고기볶음, 짜장",210,춘장,R0580000009a,7.3,,
중고등학교,볶음류,"돼지고기볶음, 채소",210,물엿,C0070000009a,2.41,,
중고등학교,볶음류,"돼지고기볶음, 채소",210,"설탕, 백설탕",C0110020009a,0.95,,
중고등학교,볶음류,"돼지고기볶음, 채소",210,"설탕, 황설탕",C0110040009a,0.45,,
중고등학교,볶음류,"돼지고기볶음, 채소",210,"참깨, 흰깨, 볶은것",E0260020009n,0.12,,
중고등학교,볶음류,"돼지고기볶음, 채소",210,"가지, 생것",F0030000000a,2.5,,
중고등학교,볶음류,"돼지고기볶음, 채소",210,"고추, 풋고추, 생것",F0180000620a,0.15,,
중고등학교,볶음류,"돼지고기볶음, 채소",210,"고추, 빨간색, 생것",F018000C020a,0.092,,
중고등학교,볶음류,"돼지고기볶음, 채소",210,"고추, 청양고추, 생것",F0180080000a,0.24,,
중고등학교,볶음류,"돼지고기볶음, 채소",210,"당근, 뿌리, 생것",F041000B090a,5.58,,
중고등학교,볶음류,"돼지고기볶음, 채소",210,"들깻잎, 생것",F049000B140a,0.5,,
중고등학교,볶음류,"돼지고기볶음, 채소",210,"마늘, 구근, 생것",F053000B060a,1.15,,
중고등학교,볶음류,"돼지고기볶음, 채소",210,"생강, 뿌리줄기, 생것",F102000B100a,0.38,,
중고등학교,볶음류,"돼지고기볶음, 채소",210,"양배추, 생것",F1290000000a,12.95,,
중고등학교,볶음류,"돼지고기볶음, 채소",210,"양파, 생것",F1320000000a,14.89,,
중고등학교,볶음류,"돼지고기볶음, 채소",210,"콩나물, 생것",F1820000000a,6.71,,
중고등학교,볶음류,"돼지고기볶음, 채소",210,"파, 대파, 생것",F1910040000a,2.09,,
중고등학교,볶음류,"돼지고기볶음, 채소",210,"배, 신고, 생것",H0380040000a,0.41,,
중고등학교,볶음류,"돼지고기볶음, 채소",210,"키위, 생것",H0900000000a,0.23,,
중고등학교,볶음류,"돼지고기볶음, 채소",210,"돼지고기, 넓적다리, 생것",I014000D060a,4.26,*,
중고등학교,볶음류,"돼지고기볶음, 채소",210,"돼지고기, 뒷다리, 생것",I014000D100a,56.96,,
중고등학교,볶음류,"돼지고기볶음, 채소",210,"돼지고기, 목심(목심살), 생것",I014000D130a,4.13,*,
중고등학교,볶음류,"돼지고기볶음, 채소",210,"돼지고기, 사태, 생것",I014000D140a,0.58,+,
중고등학교,볶음류,"돼지고기볶음, 채소",210,"돼지고기, 삼겹살(삼겹살), 생것",I014000D160a,1.35,+,
중고등학교,볶음류,"돼지고기볶음, 채소",210,"돼지고기, 앞다리(앞다리살), 생것",I014000D770a,39.85,,
중고등학교,볶음류,"돼지고기볶음, 채소",210,들기름,N0030000009a,0.01,+,
중고등학교,볶음류,"돼지고기볶음, 채소",210,참기름,N0200000009a,0.28,,
중고등학교,볶음류,"돼지고기볶음, 채소",210,콩기름,N0220000009a,0.56,,
중고등학교,볶음류,"돼지고기볶음, 채소",210,"간장, 양조",R0010010009a,3.42,,
중고등학교,볶음류,"돼지고기볶음, 채소",210,"고추장, 개량",R0050010009a,9.21,,
중고등학교,볶음류,"돼지고기볶음, 채소",210,"고춧가루, 가루",R0070000005a,1.48,,
중고등학교,볶음류,"돼지고기볶음, 채소",210,맛술,R0160000009a,1.03,,
중고등학교,볶음류,"돼지고기볶음, 채소",210,소금,R0200000009a,0.11,,
중고등학교,볶음류,"돼지고기볶음, 채소",210,"후추, 검은후추, 가루 ",R0410010005a,0.031,,
중고등학교,볶음류,"떡볶이, 간장",150,"멥쌀떡, 가래떡",A0110010009a,68.94,,
중고등학교,볶음류,"떡볶이, 간장",150,물엿,C0070000009a,2.34,,
중고등학교,볶음류,"떡볶이, 간장",150,"설탕, 백설탕",C0110020009a,0.5,,
중고등학교,볶음류,"떡볶이, 간장",150,"설탕, 황설탕",C0110040009a,0.43,,
중고등학교,볶음류,"떡볶이, 간장",150,"설탕, 흑설탕",C0110050009a,0.52,,
중고등학교,볶음류,"떡볶이, 간장",150,"참깨, 흰깨, 볶은것",E0260020009n,0.31,,
중고등학교,볶음류,"떡볶이, 간장",150,"당근, 뿌리, 생것",F041000B090a,6.27,,
중고등학교,볶음류,"떡볶이, 간장",150,"마늘, 구근, 생것",F053000B060a,0.87,,
중고등학교,볶음류,"떡볶이, 간장",150,"미나리, 물미나리, 생것",F0770030000a,1.75,,
중고등학교,볶음류,"떡볶이, 간장",150,"양배추, 생것",F1290000000a,1.74,,
중고등학교,볶음류,"떡볶이, 간장",150,"양파, 생것",F1320000000a,12.55,,
중고등학교,볶음류,"떡볶이, 간장",150,"파, 대파, 생것",F1910040000a,1.11,,
중고등학교,볶음류,"떡볶이, 간장",150,"피망, 빨간색, 생것",F196000C020a,0.69,,
중고등학교,볶음류,"떡볶이, 간장",150,"피망, 초록색, 생것",F196000C050a,1.19,,
중고등학교,볶음류,"떡볶이, 간장",150,"느타리버섯, 생것",G0040000000a,1.01,,
중고등학교,볶음류,"떡볶이, 간장",150,"애느타리버섯, 생것",G0170000000a,0.43,,
중고등학교,볶음류,"떡볶이, 간장",150,"표고버섯, 재배, 생것",G0270020000a,3.69,,
중고등학교,볶음류,"떡볶이, 간장",150,"표고버섯, 재배, 말린것",G0270020001a,0.14,,
중고등학교,볶음류,"떡볶이, 간장",150,"돼지고기, 뒷다리, 생것",I014000D100a,4.72,,
중고등학교,볶음류,"떡볶이, 간장",150,"소고기, 한우, 등심, 생것",I027003D110a,1.6,*,
중고등학교,볶음류,"떡볶이, 간장",150,"소고기, 한우, 살코기, 생것",I027003D150a,1.04,+,
중고등학교,볶음류,"떡볶이, 간장",150,"소고기, 한우, 양지, 생것",I027003D280a,0.31,+,
중고등학교,볶음류,"떡볶이, 간장",150,"소고기, 한우(1등급), 목심(목심살), 생것",I027006D130a,0.56,+,
중고등학교,볶음류,"떡볶이, 간장",150,"소고기, 한우(1등급), 우둔(우둔살), 생것",I027006D260a,4.53,,
중고등학교,볶음류,"떡볶이, 간장",150,"소고기, 한우(1등급), 사태(앞사태), 생것",I027006D940a,0.47,+,
중고등학교,볶음류,"떡볶이, 간장",150,"소고기, 한우(1등급), 설도(도가니살), 생것",I027006D950a,0.87,+,
중고등학교,볶음류,"떡볶이, 간장",150,"어묵, 튀긴것",K8000000009j,1.69,*,
중고등학교,볶음류,"떡볶이, 간장",150,유채씨기름,N0180000009a,0.027,+,
중고등학교,볶음류,"떡볶이, 간장",150,참기름,N0200000009a,0.55,,
중고등학교,볶음류,"떡볶이, 간장",150,콩기름,N0220000009a,0.79,,
중고등학교,볶음류,"떡볶이, 간장",150,"간장, 양조",R0010010009a,5.19,,
중고등학교,볶음류,"떡볶이, 간장",150,굴 소스,R0080000009a,0.8,,
중고등학교,볶음류,"떡볶이, 간장",150,"후추, 검은후추, 가루 ",R0410010005a,0.048,,
중고등학교,볶음류,"떡볶이, 고추장, 메추리알",260,"멥쌀떡, 가래떡",A0110010009a,64.49,,
중고등학교,볶음류,"떡볶이, 고추장, 메추리알",260,물엿,C0070000009a,3.59,,
중고등학교,볶음류,"떡볶이, 고추장, 메추리알",260,"설탕, 백설탕",C0110020009a,1.29,,
중고등학교,볶음류,"떡볶이, 고추장, 메추리알",260,"설탕, 황설탕",C0110040009a,0.43,,
중고등학교,볶음류,"떡볶이, 고추장, 메추리알",260,"참깨, 흰깨, 볶은것",E0260020009n,0.14,,
중고등학교,볶음류,"떡볶이, 고추장, 메추리알",260,"당근, 뿌리, 생것",F041000B090a,3.81,,
중고등학교,볶음류,"떡볶이, 고추장, 메추리알",260,"마늘, 구근, 생것",F053000B060a,0.86,,
중고등학교,볶음류,"떡볶이, 고추장, 메추리알",260,"양배추, 생것",F1290000000a,14.51,,
중고등학교,볶음류,"떡볶이, 고추장, 메추리알",260,"양파, 생것",F1320000000a,9.86,,
중고등학교,볶음류,"떡볶이, 고추장, 메추리알",260,"콩나물, 생것",F1820000000a,2.92,*,
중고등학교,볶음류,"떡볶이, 고추장, 메추리알",260,"파, 골파, 생것",F1910010000a,2.66,,
중고등학교,볶음류,"떡볶이, 고추장, 메추리알",260,"메추리알, 삶은것",J0080000009b,20.23,,
중고등학교,볶음류,"떡볶이, 고추장, 메추리알",260,멸치 육수,K0680000009a,8.48,,
중고등학교,볶음류,"떡볶이, 고추장, 메추리알",260,"어묵, 튀긴것",K8000000009j,16.25,,
중고등학교,볶음류,"떡볶이, 고추장, 메추리알",260,참기름,N0200000009a,0.19,,
중고등학교,볶음류,"떡볶이, 고추장, 메추리알",260,콩기름,N0220000009a,0.25,,
중고등학교,볶음류,"떡볶이, 고추장, 메추리알",260,"탄산 음료, 사이다",P0090030009a,0.6,,
중고등학교,볶음류,"떡볶이, 고추장, 메추리알",260,"간장, 양조",R0010010009a,0.6,,
중고등학교,볶음류,"떡볶이, 고추장, 메추리알",260,"고추장, 개량",R0050010009a,13.24,,
중고등학교,볶음류,"떡볶이, 고추장, 메추리알",260,"고춧가루, 가루",R0070000005a,0.82,,
중고등학교,볶음류,"떡볶이, 고추장, 어묵",150,"멥쌀떡, 가래떡",A0110010009a,70.92,,
중고등학교,볶음류,"떡볶이, 고추장, 어묵",150,물엿,C0070000009a,3.5,,
중고등학교,볶음류,"떡볶이, 고추장, 어묵",150,"설탕, 백설탕",C0110020009a,0.99,,
중고등학교,볶음류,"떡볶이, 고추장, 어묵",150,"설탕, 황설탕",C0110040009a,0.72,,
중고등학교,볶음류,"떡볶이, 고추장, 어묵",150,"참깨, 흰깨, 볶은것",E0260020009n,0.093,,
중고등학교,볶음류,"떡볶이, 고추장, 어묵",150,"당근, 뿌리, 생것",F041000B090a,4,,
중고등학교,볶음류,"떡볶이, 고추장, 어묵",150,"마늘, 구근, 생것",F053000B060a,0.76,,
중고등학교,볶음류,"떡볶이, 고추장, 어묵",150,"양배추, 생것",F1290000000a,12.61,,
중고등학교,볶음류,"떡볶이, 고추장, 어묵",150,"양파, 생것",F1320000000a,7.3,,
중고등학교,볶음류,"떡볶이, 고추장, 어묵",150,"파, 실파, 생것",F1910020000a,0.062,,
중고등학교,볶음류,"떡볶이, 고추장, 어묵",150,"파, 대파, 생것",F1910040000a,2.17,,
중고등학교,볶음류,"떡볶이, 고추장, 어묵",150,"어묵, 튀긴것",K8000000009j,19.16,,
중고등학교,볶음류,"떡볶이, 고추장, 어묵",150,참기름,N0200000009a,0.16,,
중고등학교,볶음류,"떡볶이, 고추장, 어묵",150,콩기름,N0220000009a,0.27,,
중고등학교,볶음류,"떡볶이, 고추장, 어묵",150,"간장, 양조",R0010010009a,0.84,,
중고등학교,볶음류,"떡볶이, 고추장, 어묵",150,"고추장, 개량",R0050010009a,10.98,,
중고등학교,볶음류,"떡볶이, 고추장, 어묵",150,"고춧가루, 가루",R0070000005a,1.25,,
중고등학교,볶음류,"떡볶이, 고추장, 어묵",150,소금,R0200000009a,0.15,,
중고등학교,볶음류,"떡볶이, 고추장, 어묵",150,"후추, 검은후추, 가루 ",R0410010005a,0.017,,
중고등학교,볶음류,"미역줄기볶음, 채소",70,"참깨, 흰깨, 볶은것",E0260020009n,0.21,,
중고등학교,볶음류,"미역줄기볶음, 채소",70,"고추, 풋고추, 생것",F0180000620a,0.21,,
중고등학교,볶음류,"미역줄기볶음, 채소",70,"고추, 빨간색, 생것",F018000C020a,0.38,,
중고등학교,볶음류,"미역줄기볶음, 채소",70,"당근, 뿌리, 생것",F041000B090a,2.37,,
중고등학교,볶음류,"미역줄기볶음, 채소",70,"마늘, 구근, 생것",F053000B060a,0.65,,
중고등학교,볶음류,"미역줄기볶음, 채소",70,"양파, 생것",F1320000000a,3.92,,
중고등학교,볶음류,"미역줄기볶음, 채소",70,"파, 대파, 생것",F1910040000a,0.24,,
중고등학교,볶음류,"미역줄기볶음, 채소",70,"미역, 줄기, 염장 후 탈염, 삶은것",L013000B16Lb,27.59,,
중고등학교,볶음류,"미역줄기볶음, 채소",70,들기름,N0030000009a,0.14,,
중고등학교,볶음류,"미역줄기볶음, 채소",70,참기름,N0200000009a,0.49,,
중고등학교,볶음류,"미역줄기볶음, 채소",70,콩기름,N0220000009a,1.1,,
중고등학교,볶음류,"미역줄기볶음, 채소",70,"간장, 양조",R0010010009a,0.18,,
중고등학교,볶음류,"미역줄기볶음, 채소",70,"간장, 재래",R0010030009a,0.05,,
중고등학교,볶음류,"미역줄기볶음, 채소",70,소금,R0200000009a,0.1,,
중고등학교,볶음류,"소시지볶음, 채소",170,"멥쌀떡, 가래떡",A0110010009a,2.81,*,
중고등학교,볶음류,"소시지볶음, 채소",170,물엿,C0070000009a,0.46,,
중고등학교,볶음류,"소시지볶음, 채소",170,"설탕, 백설탕",C0110020009a,0.47,,
중고등학교,볶음류,"소시지볶음, 채소",170,"참깨, 검정깨, 볶은것",E0260010009n,0.071,,
중고등학교,볶음류,"소시지볶음, 채소",170,"참깨, 흰깨, 볶은것",E0260020009n,0.074,,
중고등학교,볶음류,"소시지볶음, 채소",170,"고추, 풋고추, 생것",F0180000620a,0.016,+,
중고등학교,볶음류,"소시지볶음, 채소",170,"당근, 뿌리, 생것",F041000B090a,4.34,,
중고등학교,볶음류,"소시지볶음, 채소",170,"마늘, 구근, 생것",F053000B060a,0.48,,
중고등학교,볶음류,"소시지볶음, 채소",170,"브로콜리, 생것",F0920000000a,1.34,,
중고등학교,볶음류,"소시지볶음, 채소",170,"양배추, 생것",F1290000000a,3.35,,
중고등학교,볶음류,"소시지볶음, 채소",170,"양파, 생것",F1320000000a,8.88,,
중고등학교,볶음류,"소시지볶음, 채소",170,"파, 대파, 생것",F1910040000a,0.42,,
중고등학교,볶음류,"소시지볶음, 채소",170,"파프리카, 노란색, 생것",F194000C010a,1.17,,
중고등학교,볶음류,"소시지볶음, 채소",170,"파프리카, 빨간색, 생것",F194000C020a,0.47,,
중고등학교,볶음류,"소시지볶음, 채소",170,"파프리카, 주황색, 생것",F194000C040a,0.38,,
중고등학교,볶음류,"소시지볶음, 채소",170,"피망, 빨간색, 생것",F196000C020a,1.22,,
